Timestamp,Gender (feel free to use other to be more specific/this is clearly not an exhaustive list),Ethnicity (feel free to use other to be more specific/this is clearly not an exhaustive list),Sexual Preference (feel free to use other to be more specific/this is clearly not an exhaustive list),,,,,,,,
12/13/2022 12:36:18,Male,"White, Hispanic",Heterosexual,4,5,5,4,5,5,5,6
12/13/2022 12:36:33,Male,White,Homosexual,3,5,4,4,4,5,2,6
12/13/2022 12:36:39,Prefer not to say,White,Bisexual,2,4,5,5,2,3,5,6
12/13/2022 12:36:42,Female,White,Bisexual,4,3,3,2,4,3,6,4
12/13/2022 12:37:00,Female,Hispanic,Prefer not to say,3,4,3,4,4,4,3,5
12/13/2022 12:37:09,Female,Asian,Heterosexual,2,5,6,4,3,3,5,6
12/13/2022 12:37:37,Female,Asian,Heterosexual,5,6,7,5,3,2,2,6
12/13/2022 12:37:43,Male,White,Heterosexual,5,2,5,1,2,2,1,4
12/13/2022 12:37:50,Male,Asian,Heterosexual,2,5,6,4,1,3,3,6
12/13/2022 12:38:01,Female,White,Heterosexual,3,5,3,4,3,3,3,5
12/13/2022 12:38:08,Female,Asian,Bisexual,4,6,5,6,3,3,5,7
12/13/2022 12:38:08,Male,Asian,Heterosexual,5,4,3,4,2,2,4,5
12/13/2022 12:38:12,Male,Asian,Heterosexual,5,5,5,4,4,4,3,5
12/13/2022 12:38:19,Male,Asian,Heterosexual,5,6,5,4,4,4,4,6
12/13/2022 12:38:30,Female,Asian,"Heterosexual, Bisexual",2,5,5,4,3,2,2,6
12/13/2022 12:38:32,none gender left beef,Prefer not to say,"Asexual, Aromantic",1,6,6,6,2,5,6,6
12/13/2022 12:39:12,Female,Asian,"Heterosexual, demisexual",3,6,4,6,2,2,7,7
12/13/2022 12:39:20,Female,Asian,Bisexual,3,5,3,3,3,2,3,4
12/13/2022 12:39:22,Female,Asian,Heterosexual,1,5,6,6,3,2,3,4
12/13/2022 12:39:49,Male,White,Heterosexual,5,4,4,4,2,5,2,5
12/13/2022 12:40:00,Male,"Asian, Hispanic",Heterosexual,4,5,4,4,3,5,6,5
12/13/2022 12:40:06,Female,Asian,Bisexual,4,4,6,4,3,3,4,6
12/13/2022 12:40:15,Female,Asian,Heterosexual,5,4,6,5,6,6,5,7
12/13/2022 12:40:17,Female,Asian,"Asexual, Questioning & Queer",5,5,5,5,6,4,6,7
12/13/2022 12:40:18,Female,White,Heterosexual,4,5,4,5,4,5,6,6
12/13/2022 12:40:22,Female,Hispanic,Heterosexual,5,6,3,5,4,4,5,6
12/13/2022 12:40:57,Female,Asian,Heterosexual,4,5,5,4,3,2,2,5
12/13/2022 12:41:40,Male,White,Heterosexual,4,4,5,2,5,4,3,6
12/13/2022 12:42:06,Male,Prefer not to say,Prefer not to say,4,5,5,3,4,2,3,4
12/13/2022 12:42:12,Male,Asian,"Heterosexual, Bisexual",4,4,5,4,3,3,3,5
12/13/2022 12:42:40,Female,Asian,Heterosexual,3,3,4,4,2,1,1,5
12/13/2022 12:43:47,Female,Asian,Bisexual,4,4,6,7,3,2,2,5
12/13/2022 12:44:03,Female,"White, Asian","Polysexual, androromantic, demisexual (but to be simple, I usually just say I’m queer)",5,6,3,4,6,4,6,6
12/13/2022 12:45:17,Female,Asian,Asexual,4,4,4,4,3,3,2,5
12/13/2022 12:46:41,Female,Asian,Heterosexual,4,3,5,4,3,4,3,5
12/13/2022 12:46:57,Male,Hispanic,Homosexual,3,1,1,1,6,5,1,1
12/13/2022 12:46:58,Male,Asian,Heterosexual,1,7,1,2,2,2,2,3
12/13/2022 12:47:15,Female,Asian,Heterosexual,5,5,6,5,4,4,4,6
12/13/2022 12:49:24,Male,White,Heterosexual,3,3,4,4,3,3,2,5
12/13/2022 12:51:52,Nonbinary,"White, Middle Eastern",Pansexual,5,3,5,2,2,2,1,4
12/13/2022 12:53:44,Female,Asian,Heterosexual,6,4,7,5,4,4,4,6
12/13/2022 12:54:02,Male,Asian,Heterosexual,3,5,6,2,2,5,1,4
12/13/2022 12:55:11,Female,White,Asexual,3,3,4,5,2,4,4,5
12/13/2022 12:57:08,Nonbinary,White,Asexual,1,5,6,4,2,2,5,6
12/13/2022 12:57:29,Female,Asian,"Heterosexual, Bisexual",5,6,5,6,5,5,6,7
12/13/2022 13:00:23,Male,Asian,Heterosexual,5,5,4,3,5,4,3,5
12/13/2022 13:05:32,Male,White,"Heterosexual, Asexual, Prefer not to say",6,6,4,2,2,5,1,2
12/13/2022 13:05:54,Male,Asian,Heterosexual,4,4,4,4,4,4,4,4
12/13/2022 13:06:13,"Nonbinary, Genderfluid",Asian,Heterosexual,2,3,5,3,3,2,4,3
12/13/2022 13:07:30,Female,Asian,Heterosexual,5,5,3,3,3,2,3,3
12/13/2022 13:07:52,Female,"White, Black",Heterosexual,4,6,5,4,4,5,3,7
12/13/2022 13:09:57,Nonbinary,White,"Asexual, Aromantic",1,2,3,3,1,2,3,3
12/13/2022 13:14:47,Female,Asian,Heterosexual,3,5,5,5,5,4,3,6
12/13/2022 13:15:01,Female,White,"Asexual, But also idk",3,4,5,5,3,3,3,4
12/13/2022 13:19:09,Male,Hispanic,Bisexual,2,4,4,4,1,3,5,6
12/13/2022 13:19:50,Male,Prefer not to say,"Heterosexual, Asexual",2,5,2,3,4,3,2,5
12/13/2022 13:21:09,Female,Asian,Bisexual,3,5,5,5,4,3,5,6
12/13/2022 13:21:43,Male,Asian,Bisexual,7,5,5,5,6,5,3,5
12/13/2022 13:22:03,Female,Asian,Heterosexual,4,6,6,6,4,4,4,6
12/13/2022 13:22:29,Female,Middle Eastern,"Bisexual, Pansexual",2,4,4,5,3,3,5,6
12/13/2022 13:23:25,Female,White,Heterosexual,4,5,5,6,3,4,5,4
12/13/2022 13:33:27,Nonbinary,"Asian, Hispanic",Bisexual,2,4,2,3,2,1,5,6
12/13/2022 13:37:51,Female,"White, South Asian","Homosexual, Bisexual, bisexual homoromantic if it matters!!!",2,5,4,5,3,4,3,6
12/13/2022 13:38:24,Male,Prefer not to say,Prefer not to say,4,6,6,5,5,4,4,6
12/13/2022 13:40:26,Female,Asian,Homosexual,3,4,5,4,3,3,3,6
12/13/2022 13:56:19,Male,Asian,Heterosexual,2,4,4,3,3,3,4,5
12/13/2022 14:00:31,Male,Asian,Heterosexual,1,5,4,3,1,1,1,6
12/13/2022 14:03:36,Female,White,Heterosexual,5,5,6,6,5,5,4,5
12/13/2022 14:04:26,Female,Asian,"Homosexual, Pansexual",4,6,6,6,5,5,4,7
12/13/2022 14:07:29,Female,Asian,Bisexual,5,6,6,5,5,5,5,7
12/13/2022 14:10:26,Male,"White, Hispanic",Heterosexual,1,3,4,2,4,4,2,5
12/13/2022 14:14:07,"Female, Nonbinary",Asian,"Homosexual, Asexual",5,5,6,5,3,3,4,6
12/13/2022 14:15:03,Male,Middle Eastern,Heterosexual,5,5,4,4,4,3,4,4
12/13/2022 14:21:17,Female,Black,Heterosexual,4,5,5,5,4,4,3,6
12/13/2022 14:27:14,Male,Asian,Heterosexual,4,6,3,2,1,1,1,3
12/13/2022 14:29:57,Female,"White, Middle Eastern",Bisexual,4,3,5,3,5,5,3,3
12/13/2022 14:45:46,Male,"White, Hispanic",Heterosexual,4,4,4,3,5,3,3,5
12/13/2022 14:48:51,Male,Prefer not to say,Heterosexual,6,7,7,6,6,5,5,7
12/13/2022 14:53:39,Female,Asian,Asexual,2,5,6,4,2,4,4,6
12/13/2022 15:08:35,Female,White,Bisexual,1,1,3,2,1,1,1,4
12/13/2022 15:16:59,"Female, Genderfluid",Asian,Bisexual,1,5,4,4,4,4,4,5
12/13/2022 15:18:15,Male,Asian,Homosexual,7,5,5,4,6,5,5,5
12/13/2022 15:23:12,Male,Asian,Homosexual,4,5,5,5,5,4,4,5
12/13/2022 15:42:17,Female,Asian,Bisexual,3,6,5,5,4,4,4,5
12/13/2022 15:44:50,Male,Asian,Heterosexual,4,6,7,6,4,3,5,7
12/13/2022 16:03:36,Male,Asian,Bisexual,3,5,5,3,5,3,3,6
12/13/2022 16:04:56,Male,"Asian, Hispanic",Bisexual,5,5,6,5,4,4,3,6
12/13/2022 16:12:32,Male,White,Heterosexual,3,4,3,1,2,1,1,2
12/13/2022 16:35:51,Female,Asian,Pansexual,5,4,5,4,4,3,5,6
12/13/2022 16:40:34,Female,White,Asexual,4,5,5,5,3,4,5,6
12/13/2022 17:13:03,Female,Asian,Heterosexual,4,6,6,6,4,4,3,7
12/13/2022 17:13:10,Male,Asian,Heterosexual,4,4,5,2,5,3,3,5
12/13/2022 17:16:01,Male,Asian,Homosexual,5,4,5,4,4,3,3,6
12/13/2022 17:25:16,Nonbinary,Asian,Pansexual,3,4,6,6,4,5,4,5
12/13/2022 17:25:42,Male,"Black, Asian",Bisexual,5,5,5,5,4,4,6,5
12/13/2022 17:28:46,Female,Asian,Bisexual,1,5,6,6,3,4,4,5
12/13/2022 17:30:37,Female,Asian,Heterosexual,2,3,7,4,3,3,7,4
